20:31:09 [INFO] Opening target process: csgo.exe
20:31:09 [INFO] Found netvar: m_bInReload => 0x3248
20:31:09 [INFO] Found netvar: m_bIsDefusing => 0x997C
20:31:09 [INFO] Found netvar: m_bIsScoped => 0x9974
20:31:09 [INFO] Found netvar: m_bSpotted => 0x93D
20:31:09 [INFO] Found netvar: m_bSpottedByMask => 0x980
20:31:09 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
20:31:09 [INFO] Found netvar: m_fAccuracyPenalty => 0x3340
20:31:09 [INFO] Found netvar: m_fFlags => 0x104
20:31:09 [INFO] Found netvar: m_hViewModel => 0x3308
20:31:09 [INFO] Found netvar: m_flFallbackWear => 0x31E0
20:31:09 [INFO] Found netvar: m_flFlashDuration => 0x10470
20:31:09 [INFO] Found netvar: m_flFlashMaxAlpha => 0x1046C
20:31:09 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3248
20:31:09 [INFO] Found netvar: m_hActiveWeapon => 0x2F08
20:31:09 [INFO] Found netvar: m_hMyWeapons => 0x2F08
20:31:09 [INFO] Found netvar: m_hObserverTarget => 0x339C
20:31:09 [INFO] Found netvar: m_hOwner => 0x29DC
20:31:09 [INFO] Found netvar: m_hOwnerEntity => 0x14C
20:31:09 [INFO] Found netvar: m_iAccountID => 0x2FD8
20:31:09 [INFO] Found netvar: m_iClip1 => 0x3274
20:31:09 [INFO] Found netvar: m_zoomLevel => 0x33E0
20:31:09 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
20:31:09 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
20:31:09 [INFO] Found netvar: m_iCrosshairId => 0x117DC
20:31:09 [INFO] Found netvar: m_iEntityQuality => 0x2FBC
20:31:09 [INFO] Found netvar: m_iFOVStart => 0x31F8
20:31:09 [INFO] Found netvar: m_iGlowIndex => 0x10470
20:31:09 [INFO] Found netvar: m_iHealth => 0x100
20:31:09 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FBA
20:31:09 [INFO] Found netvar: m_iItemIDHigh => 0x2FD0
20:31:09 [INFO] Found netvar: m_iObserverMode => 0x3388
20:31:09 [INFO] Found netvar: m_iShotsFired => 0x103E0
20:31:09 [INFO] Found netvar: m_iState => 0x3268
20:31:09 [INFO] Found netvar: m_iTeamNum => 0xF4
20:31:09 [INFO] Found netvar: m_lifeState => 0x25F
20:31:09 [INFO] Found netvar: m_nFallbackPaintKit => 0x31D8
20:31:09 [INFO] Found netvar: m_nFallbackSeed => 0x31DC
20:31:09 [INFO] Found netvar: m_nFallbackStatTrak => 0x31E4
20:31:09 [INFO] Found netvar: m_iDefaultFOV => 0x333C
20:31:09 [INFO] Found netvar: m_iFOV => 0x31F4
20:31:09 [INFO] Found netvar: m_nForceBone => 0x268C
20:31:09 [INFO] Found netvar: m_nTickBase => 0x3440
20:31:09 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
20:31:09 [INFO] Found netvar: m_szCustomName => 0x304C
20:31:09 [INFO] Found netvar: m_szLastPlaceName => 0x35C4
20:31:09 [INFO] Found netvar: m_vecOrigin => 0x138
20:31:09 [INFO] Found netvar: m_vecVelocity => 0x114
20:31:09 [INFO] Found netvar: m_vecViewOffset => 0x108
20:31:09 [INFO] Found netvar: m_viewPunchAngle => 0x3030
20:31:09 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31E4
20:31:09 [INFO] Found netvar: m_clrRender => 0x70
20:31:09 [INFO] Found netvar: m_bBombTicking => 0x2990
20:31:09 [INFO] Found netvar: m_bBombDefused => 0x29C0
20:31:09 [INFO] Found netvar: m_flC4Blow => 0x29A0
20:31:09 [INFO] Found netvar: m_hBombDefuser => 0x29C4
20:31:09 [INFO] Found netvar: m_flTimerLength => 0x29A4
20:31:09 [INFO] Found netvar: m_flDefuseLength => 0x29B8
20:31:09 [INFO] Found netvar: m_flDefuseCountDown => 0x29BC
20:31:09 [INFO] Found netvar: m_nBombSite => 0x2994
20:31:09 [INFO] Found netvar: cs_gamerules_data => 0x0
20:31:09 [INFO] Found netvar: m_SurvivalRules => 0xD00
20:31:09 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1328
20:31:09 [INFO] Found netvar: m_bIsValveDS => 0x7C
20:31:09 [INFO] Found netvar: m_bFreezePeriod => 0x20
20:31:09 [INFO] Found netvar: m_bBombPlanted => 0x9A5
20:31:09 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
20:31:09 [INFO] Found netvar: m_flSimulationTime => 0x268
20:31:09 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x9ADC
20:31:09 [INFO] Found netvar: m_angEyeAnglesX => 0x117D0
20:31:09 [INFO] Found netvar: m_angEyeAnglesY => 0x117D4
20:31:09 [INFO] Found netvar: m_flNextAttack => 0x2D80
20:31:09 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
20:31:09 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28C0
20:31:09 [INFO] Found netvar: m_bStartedArming => 0x3400
20:31:09 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
20:31:09 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
20:31:09 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
20:31:09 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
20:31:09 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
20:31:09 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
20:31:09 [INFO] Found netvar: m_nViewModelIndex => 0x29D0
20:31:09 [INFO] Finished netvar scanning: 93/93 items successful
05:19:33 [INFO] Opening target process: csgo.exe
05:19:33 [INFO] Starting signature scanning: 57 items
05:19:33 [INFO] Found signature: dwClientState => 0x58CFC4
05:19:33 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
05:19:33 [INFO] Found signature: dwClientState_IsHLTV => 0x4D48
05:19:33 [INFO] Found signature: dwClientState_Map => 0x28C
05:19:33 [INFO] Found signature: dwClientState_MapDirectory => 0x188
05:19:33 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
05:19:33 [INFO] Found signature: dwClientState_PlayerInfo => 0x52C0
05:19:33 [INFO] Found signature: dwClientState_State => 0x108
05:19:33 [INFO] Found signature: dwClientState_ViewAngles => 0x4D90
05:19:33 [INFO] Found signature: clientstate_delta_ticks => 0x174
05:19:33 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D2C
05:19:33 [INFO] Found signature: clientstate_choked_commands => 0x4D30
05:19:33 [INFO] Found signature: clientstate_net_channel => 0x9C
05:19:33 [INFO] Found signature: dwEntityList => 0x4DD245C
05:19:33 [INFO] Found signature: dwForceAttack => 0x3202970
05:19:33 [INFO] Found signature: dwForceAttack2 => 0x320297C
05:19:33 [INFO] Found signature: dwForceBackward => 0x320291C
05:19:33 [INFO] Found signature: dwForceForward => 0x32029A0
05:19:33 [INFO] Found signature: dwForceJump => 0x527C38C
05:19:33 [INFO] Found signature: dwForceLeft => 0x3202928
05:19:33 [INFO] Found signature: dwForceRight => 0x3202934
05:19:33 [INFO] Found signature: dwGameDir => 0x62B880
05:19:33 [INFO] Found signature: dwGameRulesProxy => 0x52EFBBC
05:19:33 [INFO] Found signature: dwGetAllClasses => 0xDE0764
05:19:33 [INFO] Found signature: dwGlobalVars => 0x58CCC8
05:19:33 [INFO] Found signature: dwGlowObjectManager => 0x531B048
05:19:33 [INFO] Found signature: dwInput => 0x5223A30
05:19:33 [INFO] Found signature: dwInterfaceLinkList => 0x9692B4
05:19:33 [INFO] Found signature: dwLocalPlayer => 0xDB65DC
05:19:33 [INFO] Found signature: dwMouseEnable => 0xDBC2E8
05:19:33 [INFO] Found signature: dwMouseEnablePtr => 0xDBC2B8
05:19:33 [INFO] Found signature: dwPlayerResource => 0x3200CC0
05:19:33 [INFO] Found signature: dwRadarBase => 0x52071D4
05:19:33 [INFO] Found signature: dwSensitivity => 0xDBC184
05:19:33 [INFO] Found signature: dwSensitivityPtr => 0xDBC158
05:19:33 [INFO] Found signature: dwSetClanTag => 0x8A320
05:19:33 [INFO] Found signature: dwViewMatrix => 0x4DC3D74
05:19:33 [INFO] Found signature: dwWeaponTable => 0x52244F8
05:19:33 [INFO] Found signature: dwWeaponTableIndex => 0x326C
05:19:33 [INFO] Found signature: dwYawPtr => 0xDBBF48
05:19:33 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xDC21B0
05:19:33 [INFO] Found signature: dwbSendPackets => 0xD9572
05:19:33 [INFO] Found signature: dwppDirect3DDevice9 => 0xA5050
05:19:33 [INFO] Found signature: m_pStudioHdr => 0x2950
05:19:33 [INFO] Found signature: m_yawClassPtr => 0xDBBF48
05:19:33 [INFO] Found signature: m_pitchClassPtr => 0x5207470
05:19:33 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
05:19:33 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
05:19:33 [INFO] Found signature: m_bDormant => 0xED
05:19:33 [INFO] Found signature: model_ambient_min => 0x59003C
05:19:33 [INFO] Found signature: set_abs_angles => 0x1E5430
05:19:33 [INFO] Found signature: set_abs_origin => 0x1E5270
05:19:33 [INFO] Found signature: is_c4_owner => 0x3C8890
05:19:33 [INFO] Found signature: force_update_spectator_glow => 0x3BB80A
05:19:34 [INFO] Found signature: anim_overlays => 0x2990
05:19:34 [INFO] Found signature: m_flSpawnTime => 0x103C0
05:19:34 [INFO] Found signature: find_hud_element => 0x2BFF50F0
05:19:34 [INFO] Finished signature scanning: 57/57 items successful
05:19:34 [INFO] Starting netvar scanning: 93 items
05:19:34 [INFO] Found netvar: m_ArmorValue => 0x117CC
05:19:34 [INFO] Found netvar: m_Collision => 0x320
05:19:34 [INFO] Found netvar: m_CollisionGroup => 0x474
05:19:34 [INFO] Found netvar: m_Local => 0x2FCC
05:19:34 [INFO] Found netvar: m_MoveType => 0x25B
05:19:34 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31D4
05:19:34 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31D0
05:19:34 [INFO] Found netvar: m_aimPunchAngle => 0x303C
05:19:34 [INFO] Found netvar: m_aimPunchAngleVel => 0x3048
05:19:34 [INFO] Found netvar: m_bGunGameImmunity => 0x9990
05:19:34 [INFO] Found netvar: m_bHasDefuser => 0x117DC
05:19:34 [INFO] Found netvar: m_bHasHelmet => 0x117C0
05:19:34 [INFO] Found netvar: m_bInReload => 0x3248
05:19:34 [INFO] Found netvar: m_bIsDefusing => 0x997C
05:19:34 [INFO] Found netvar: m_bIsScoped => 0x9974
05:19:34 [INFO] Found netvar: m_bSpotted => 0x93D
05:19:34 [INFO] Found netvar: m_bSpottedByMask => 0x980
05:19:34 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
05:19:34 [INFO] Found netvar: m_fAccuracyPenalty => 0x3340
05:19:34 [INFO] Found netvar: m_fFlags => 0x104
05:19:34 [INFO] Found netvar: m_hViewModel => 0x3308
05:19:34 [INFO] Found netvar: m_flFallbackWear => 0x31E0
05:19:34 [INFO] Found netvar: m_flFlashDuration => 0x10470
05:19:34 [INFO] Found netvar: m_flFlashMaxAlpha => 0x1046C
05:19:34 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3248
05:19:34 [INFO] Found netvar: m_hActiveWeapon => 0x2F08
05:19:34 [INFO] Found netvar: m_hMyWeapons => 0x2F08
05:19:34 [INFO] Found netvar: m_hObserverTarget => 0x339C
05:19:34 [INFO] Found netvar: m_hOwner => 0x29DC
05:19:34 [INFO] Found netvar: m_hOwnerEntity => 0x14C
05:19:34 [INFO] Found netvar: m_iAccountID => 0x2FD8
05:19:34 [INFO] Found netvar: m_iClip1 => 0x3274
05:19:34 [INFO] Found netvar: m_zoomLevel => 0x33E0
05:19:34 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
05:19:34 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
05:19:34 [INFO] Found netvar: m_iCrosshairId => 0x117DC
05:19:34 [INFO] Found netvar: m_iEntityQuality => 0x2FBC
05:19:34 [INFO] Found netvar: m_iFOVStart => 0x31F8
05:19:34 [INFO] Found netvar: m_iGlowIndex => 0x10470
05:19:34 [INFO] Found netvar: m_iHealth => 0x100
05:19:34 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FBA
05:19:34 [INFO] Found netvar: m_iItemIDHigh => 0x2FD0
05:19:34 [INFO] Found netvar: m_iObserverMode => 0x3388
05:19:34 [INFO] Found netvar: m_iShotsFired => 0x103E0
05:19:34 [INFO] Found netvar: m_iState => 0x3268
05:19:34 [INFO] Found netvar: m_iTeamNum => 0xF4
05:19:34 [INFO] Found netvar: m_lifeState => 0x25F
05:19:34 [INFO] Found netvar: m_nFallbackPaintKit => 0x31D8
05:19:34 [INFO] Found netvar: m_nFallbackSeed => 0x31DC
05:19:34 [INFO] Found netvar: m_nFallbackStatTrak => 0x31E4
05:19:34 [INFO] Found netvar: m_iDefaultFOV => 0x333C
05:19:34 [INFO] Found netvar: m_iFOV => 0x31F4
05:19:34 [INFO] Found netvar: m_nForceBone => 0x268C
05:19:34 [INFO] Found netvar: m_nTickBase => 0x3440
05:19:34 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
05:19:34 [INFO] Found netvar: m_szCustomName => 0x304C
05:19:34 [INFO] Found netvar: m_szLastPlaceName => 0x35C4
05:19:34 [INFO] Found netvar: m_vecOrigin => 0x138
05:19:34 [INFO] Found netvar: m_vecVelocity => 0x114
05:19:34 [INFO] Found netvar: m_vecViewOffset => 0x108
05:19:34 [INFO] Found netvar: m_viewPunchAngle => 0x3030
05:19:34 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31E4
05:19:34 [INFO] Found netvar: m_clrRender => 0x70
05:19:34 [INFO] Found netvar: m_bBombTicking => 0x2990
05:19:34 [INFO] Found netvar: m_bBombDefused => 0x29C0
05:19:34 [INFO] Found netvar: m_flC4Blow => 0x29A0
05:19:34 [INFO] Found netvar: m_hBombDefuser => 0x29C4
05:19:34 [INFO] Found netvar: m_flTimerLength => 0x29A4
05:19:34 [INFO] Found netvar: m_flDefuseLength => 0x29B8
05:19:34 [INFO] Found netvar: m_flDefuseCountDown => 0x29BC
05:19:34 [INFO] Found netvar: m_nBombSite => 0x2994
05:19:34 [INFO] Found netvar: cs_gamerules_data => 0x0
05:19:34 [INFO] Found netvar: m_SurvivalRules => 0xD00
05:19:34 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1328
05:19:34 [INFO] Found netvar: m_bIsValveDS => 0x7C
05:19:34 [INFO] Found netvar: m_bFreezePeriod => 0x20
05:19:34 [INFO] Found netvar: m_bBombPlanted => 0x9A5
05:19:34 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
05:19:34 [INFO] Found netvar: m_flSimulationTime => 0x268
05:19:34 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x9ADC
05:19:34 [INFO] Found netvar: m_angEyeAnglesX => 0x117D0
05:19:34 [INFO] Found netvar: m_angEyeAnglesY => 0x117D4
05:19:34 [INFO] Found netvar: m_flNextAttack => 0x2D80
05:19:34 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
05:19:34 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28C0
05:19:34 [INFO] Found netvar: m_bStartedArming => 0x3400
05:19:34 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
05:19:34 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
05:19:34 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
05:19:34 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
05:19:34 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
05:19:34 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
05:19:34 [INFO] Found netvar: m_nViewModelIndex => 0x29D0
05:19:34 [INFO] Finished netvar scanning: 93/93 items successful
16:12:00 [INFO] Opening target process: csgo.exe
16:12:00 [INFO] Starting signature scanning: 57 items
16:12:00 [INFO] Found signature: dwClientState => 0x58CFC4
16:12:00 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
16:12:00 [INFO] Found signature: dwClientState_IsHLTV => 0x4D48
16:12:00 [INFO] Found signature: dwClientState_Map => 0x28C
16:12:00 [INFO] Found signature: dwClientState_MapDirectory => 0x188
16:12:00 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
16:12:00 [INFO] Found signature: dwClientState_PlayerInfo => 0x52C0
16:12:00 [INFO] Found signature: dwClientState_State => 0x108
16:12:00 [INFO] Found signature: dwClientState_ViewAngles => 0x4D90
16:12:00 [INFO] Found signature: clientstate_delta_ticks => 0x174
16:12:00 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D2C
16:12:00 [INFO] Found signature: clientstate_choked_commands => 0x4D30
16:12:00 [INFO] Found signature: clientstate_net_channel => 0x9C
16:12:00 [INFO] Found signature: dwEntityList => 0x4DD245C
16:12:00 [INFO] Found signature: dwForceAttack => 0x3202970
16:12:00 [INFO] Found signature: dwForceAttack2 => 0x320297C
16:12:00 [INFO] Found signature: dwForceBackward => 0x320291C
16:12:00 [INFO] Found signature: dwForceForward => 0x32029A0
16:12:00 [INFO] Found signature: dwForceJump => 0x527C38C
16:12:00 [INFO] Found signature: dwForceLeft => 0x3202928
16:12:00 [INFO] Found signature: dwForceRight => 0x3202934
16:12:00 [INFO] Found signature: dwGameDir => 0x62B880
16:12:00 [INFO] Found signature: dwGameRulesProxy => 0x52EFBBC
16:12:00 [INFO] Found signature: dwGetAllClasses => 0xDE0764
16:12:00 [INFO] Found signature: dwGlobalVars => 0x58CCC8
16:12:00 [INFO] Found signature: dwGlowObjectManager => 0x531B048
16:12:00 [INFO] Found signature: dwInput => 0x5223A30
16:12:00 [INFO] Found signature: dwInterfaceLinkList => 0x9692B4
16:12:00 [INFO] Found signature: dwLocalPlayer => 0xDB65DC
16:12:00 [INFO] Found signature: dwMouseEnable => 0xDBC2E8
16:12:00 [INFO] Found signature: dwMouseEnablePtr => 0xDBC2B8
16:12:00 [INFO] Found signature: dwPlayerResource => 0x3200CC0
16:12:00 [INFO] Found signature: dwRadarBase => 0x52071D4
16:12:00 [INFO] Found signature: dwSensitivity => 0xDBC184
16:12:00 [INFO] Found signature: dwSensitivityPtr => 0xDBC158
16:12:00 [INFO] Found signature: dwSetClanTag => 0x8A320
16:12:00 [INFO] Found signature: dwViewMatrix => 0x4DC3D74
16:12:00 [INFO] Found signature: dwWeaponTable => 0x52244F8
16:12:00 [INFO] Found signature: dwWeaponTableIndex => 0x326C
16:12:00 [INFO] Found signature: dwYawPtr => 0xDBBF48
16:12:00 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xDC21B0
16:12:00 [INFO] Found signature: dwbSendPackets => 0xD9572
16:12:00 [INFO] Found signature: dwppDirect3DDevice9 => 0xA5050
16:12:00 [INFO] Found signature: m_pStudioHdr => 0x2950
16:12:00 [INFO] Found signature: m_yawClassPtr => 0xDBBF48
16:12:00 [INFO] Found signature: m_pitchClassPtr => 0x5207470
16:12:00 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
16:12:00 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
16:12:00 [INFO] Found signature: m_bDormant => 0xED
16:12:00 [INFO] Found signature: model_ambient_min => 0x59003C
16:12:00 [INFO] Found signature: set_abs_angles => 0x1E5430
16:12:00 [INFO] Found signature: set_abs_origin => 0x1E5270
16:12:00 [INFO] Found signature: is_c4_owner => 0x3C8890
16:12:00 [INFO] Found signature: force_update_spectator_glow => 0x3BB80A
16:12:00 [INFO] Found signature: anim_overlays => 0x2990
16:12:00 [INFO] Found signature: m_flSpawnTime => 0x103C0
16:12:00 [INFO] Found signature: find_hud_element => 0x218350F0
16:12:00 [INFO] Finished signature scanning: 57/57 items successful
16:12:00 [INFO] Starting netvar scanning: 93 items
16:12:00 [INFO] Found netvar: m_ArmorValue => 0x117CC
16:12:00 [INFO] Found netvar: m_Collision => 0x320
16:12:00 [INFO] Found netvar: m_CollisionGroup => 0x474
16:12:00 [INFO] Found netvar: m_Local => 0x2FCC
16:12:00 [INFO] Found netvar: m_MoveType => 0x25B
16:12:00 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31D4
16:12:00 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31D0
16:12:00 [INFO] Found netvar: m_aimPunchAngle => 0x303C
16:12:00 [INFO] Found netvar: m_aimPunchAngleVel => 0x3048
16:12:00 [INFO] Found netvar: m_bGunGameImmunity => 0x9990
16:12:00 [INFO] Found netvar: m_bHasDefuser => 0x117DC
16:12:00 [INFO] Found netvar: m_bHasHelmet => 0x117C0
16:12:00 [INFO] Found netvar: m_bInReload => 0x3248
16:12:00 [INFO] Found netvar: m_bIsDefusing => 0x997C
16:12:00 [INFO] Found netvar: m_bIsScoped => 0x9974
16:12:00 [INFO] Found netvar: m_bSpotted => 0x93D
16:12:00 [INFO] Found netvar: m_bSpottedByMask => 0x980
16:12:00 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
16:12:00 [INFO] Found netvar: m_fAccuracyPenalty => 0x3340
16:12:00 [INFO] Found netvar: m_fFlags => 0x104
16:12:00 [INFO] Found netvar: m_hViewModel => 0x3308
16:12:00 [INFO] Found netvar: m_flFallbackWear => 0x31E0
16:12:00 [INFO] Found netvar: m_flFlashDuration => 0x10470
16:12:00 [INFO] Found netvar: m_flFlashMaxAlpha => 0x1046C
16:12:00 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3248
16:12:00 [INFO] Found netvar: m_hActiveWeapon => 0x2F08
16:12:00 [INFO] Found netvar: m_hMyWeapons => 0x2F08
16:12:00 [INFO] Found netvar: m_hObserverTarget => 0x339C
16:12:00 [INFO] Found netvar: m_hOwner => 0x29DC
16:12:00 [INFO] Found netvar: m_hOwnerEntity => 0x14C
16:12:00 [INFO] Found netvar: m_iAccountID => 0x2FD8
16:12:00 [INFO] Found netvar: m_iClip1 => 0x3274
16:12:00 [INFO] Found netvar: m_zoomLevel => 0x33E0
16:12:00 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
16:12:00 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
16:12:00 [INFO] Found netvar: m_iCrosshairId => 0x117DC
16:12:00 [INFO] Found netvar: m_iEntityQuality => 0x2FBC
16:12:00 [INFO] Found netvar: m_iFOVStart => 0x31F8
16:12:00 [INFO] Found netvar: m_iGlowIndex => 0x10470
16:12:00 [INFO] Found netvar: m_iHealth => 0x100
16:12:00 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FBA
16:12:00 [INFO] Found netvar: m_iItemIDHigh => 0x2FD0
16:12:00 [INFO] Found netvar: m_iObserverMode => 0x3388
16:12:00 [INFO] Found netvar: m_iShotsFired => 0x103E0
16:12:00 [INFO] Found netvar: m_iState => 0x3268
16:12:00 [INFO] Found netvar: m_iTeamNum => 0xF4
